shipment_id,order_id,origin_warehouse_id,destination_city,destination_country,carrier,mode,status,shipped_at,estimated_delivery_at,actual_delivery_at,delay_hours,is_delayed
SHP-000279,ORD-000279,WH-AP-002,USA,USA,DB Schenker,Air Freight,DELIVERED,2026-08-08 12:00:44.489038,2026-08-17 12:00:44.489038,2026-08-17 12:00:44.489038,0,False
SHP-000280,ORD-000280,WH-AP-002,USA,USA,DB Schenker,Rail Express,DELIVERED,2026-07-11 18:00:44.489038,2026-07-18 18:00:44.489038,2026-07-18 18:00:44.489038,0,False
SHP-000281,ORD-000281,WH-AP-002,USA,USA,UPS Supply Chain,Sea Freight,DELIVERED,2026-07-27 08:00:44.489038,2026-07-31 08:00:44.489038,2026-07-31 08:00:44.489038,0,False
SHP-000282,ORD-000282,WH-AP-001,Germany,Germany,DHL Supply Chain,Air Freight,IN_TRANSIT,2026-07-03 15:00:44.489038,2026-07-06 15:00:44.489038,,0,False
SHP-000283,ORD-000283,WH-US-002,Australia,Australia,DB Schenker,Air Freight,DELIVERED,2026-07-29 14:00:44.489038,2026-08-05 14:00:44.489038,2026-08-05 14:00:44.489038,0,False
SHP-000284,ORD-000284,WH-AP-002,Germany,Germany,DHL Supply Chain,Air Freight,DELIVERED,2026-07-06 22:00:44.489038,2026-07-15 22:00:44.489038,2026-07-16 22:00:44.489038,24,True
SHP-000285,ORD-000285,WH-SA-001,Australia,Australia,Cosco Shipping,Air Freight,DELAYED,2026-08-07 04:00:44.489038,2026-08-13 04:00:44.489038,,0,False
SHP-000286,ORD-000286,WH-EU-001,USA,USA,Kuehne + Nagel,Road Truckload,DELIVERED,2026-07-30 04:00:44.489038,2026-08-03 04:00:44.489038,2026-08-03 04:00:44.489038,0,False
SHP-000287,ORD-000287,WH-AP-003,USA,USA,FedEx Express Air,Road Truckload,DELIVERED,2026-07-10 16:00:44.489038,2026-07-13 16:00:44.489038,2026-07-14 04:00:44.489038,12,True
SHP-000288,ORD-000288,WH-EU-002,Australia,Australia,Kuehne + Nagel,Rail Express,DELIVERED,2026-07-22 08:00:44.489038,2026-07-25 08:00:44.489038,2026-07-27 08:00:44.489038,48,True
SHP-000289,ORD-000289,WH-SA-001,USA,USA,DB Schenker,Rail Express,DELIVERED,2026-07-23 13:00:44.489038,2026-07-31 13:00:44.489038,2026-08-01 01:00:44.489038,12,True
SHP-000290,ORD-000290,WH-SA-001,USA,USA,Kuehne + Nagel,Air Freight,DELIVERED,2026-07-12 20:00:44.489038,2026-07-16 20:00:44.489038,2026-07-16 20:00:44.489038,0,False
SHP-000291,ORD-000291,WH-AP-003,USA,USA,UPS Supply Chain,Rail Express,IN_TRANSIT,2026-07-03 21:00:44.489038,2026-07-09 21:00:44.489038,,0,False
SHP-000292,ORD-000292,WH-SA-001,Japan,Japan,Cosco Shipping,Air Freight,IN_TRANSIT,2026-07-18 11:00:44.489038,2026-07-22 11:00:44.489038,,0,False
SHP-000293,ORD-000293,WH-EU-001,Germany,Germany,UPS Supply Chain,Road Truckload,DELIVERED,2026-08-10 22:00:44.489038,2026-08-18 22:00:44.489038,2026-08-19 22:00:44.489038,24,True
SHP-000294,ORD-000294,WH-AP-002,USA,USA,Cosco Shipping,Road Truckload,DELIVERED,2026-07-28 02:00:44.489038,2026-08-04 02:00:44.489038,2026-08-05 02:00:44.489038,24,True
SHP-000295,ORD-000295,WH-ME-001,USA,USA,FedEx Express Air,Air Freight,DELAYED,2026-07-22 16:00:44.489038,2026-07-30 16:00:44.489038,,0,False
SHP-000296,ORD-000296,WH-AP-001,Japan,Japan,Maersk Ocean,Rail Express,DELIVERED,2026-07-12 04:00:44.489038,2026-07-15 04:00:44.489038,2026-07-15 04:00:44.489038,0,False
SHP-000297,ORD-000297,WH-AP-003,USA,USA,Cosco Shipping,Sea Freight,DELIVERED,2026-07-22 22:00:44.489038,2026-07-31 22:00:44.489038,2026-07-31 22:00:44.489038,0,False
SHP-000298,ORD-000298,WH-EU-002,USA,USA,Kuehne + Nagel,Air Freight,DELIVERED,2026-07-07 02:00:44.489038,2026-07-12 02:00:44.489038,2026-07-12 02:00:44.489038,0,False
SHP-000299,ORD-000299,WH-SA-001,USA,USA,DB Schenker,Air Freight,CUSTOMS_HOLD,2026-08-08 17:00:44.489038,2026-08-12 17:00:44.489038,,0,False
SHP-000300,ORD-000300,WH-AP-001,Germany,Germany,DB Schenker,Sea Freight,DELIVERED,2026-07-29 03:00:44.489038,2026-08-04 03:00:44.489038,2026-08-04 15:00:44.489038,12,True
SHP-000301,ORD-000301,WH-ME-001,Germany,Germany,DHL Supply Chain,Sea Freight,DELIVERED,2026-07-29 02:00:44.489038,2026-08-04 02:00:44.489038,2026-08-04 02:00:44.489038,0,False
SHP-000302,ORD-000302,WH-EU-002,USA,USA,Cosco Shipping,Rail Express,DELIVERED,2026-08-10 22:00:44.489038,2026-08-16 22:00:44.489038,2026-08-16 22:00:44.489038,0,False
SHP-000303,ORD-000303,WH-SA-001,Germany,Germany,Kuehne + Nagel,Sea Freight,DELIVERED,2026-07-22 02:00:44.489038,2026-07-28 02:00:44.489038,2026-07-28 02:00:44.489038,0,False
SHP-000304,ORD-000304,WH-SA-001,USA,USA,Kuehne + Nagel,Road Truckload,DELIVERED,2026-07-10 17:00:44.489038,2026-07-17 17:00:44.489038,2026-07-17 17:00:44.489038,0,False
SHP-000305,ORD-000305,WH-AP-001,USA,USA,Kuehne + Nagel,Road Truckload,DELIVERED,2026-07-22 04:00:44.489038,2026-07-29 04:00:44.489038,2026-07-29 04:00:44.489038,0,False
SHP-000306,ORD-000306,WH-EU-002,Australia,Australia,Maersk Ocean,Road Truckload,DELIVERED,2026-07-12 06:00:44.489038,2026-07-22 06:00:44.489038,2026-07-23 06:00:44.489038,24,True
SHP-000307,ORD-000307,WH-AP-002,UK,UK,DB Schenker,Sea Freight,DELIVERED,2026-08-01 02:00:44.489038,2026-08-09 02:00:44.489038,2026-08-09 02:00:44.489038,0,False
SHP-000308,ORD-000308,WH-AU-001,USA,USA,Maersk Ocean,Rail Express,DELIVERED,2026-07-31 16:00:44.489038,2026-08-04 16:00:44.489038,2026-08-04 16:00:44.489038,0,False
SHP-000309,ORD-000309,WH-AP-001,Taiwan,Taiwan,DB Schenker,Air Freight,IN_TRANSIT,2026-08-07 15:00:44.489038,2026-08-11 15:00:44.489038,,0,False
SHP-000310,ORD-000310,WH-AP-001,USA,USA,Cosco Shipping,Air Freight,DELIVERED,2026-07-20 02:00:44.489038,2026-07-23 02:00:44.489038,2026-07-23 02:00:44.489038,0,False
SHP-000311,ORD-000311,WH-AP-003,USA,USA,Maersk Ocean,Road Truckload,DELIVERED,2026-07-29 02:00:44.489038,2026-08-07 02:00:44.489038,2026-08-07 02:00:44.489038,0,False
SHP-000312,ORD-000312,WH-EU-001,UK,UK,DB Schenker,Sea Freight,DELIVERED,2026-07-30 14:00:44.489038,2026-08-06 14:00:44.489038,2026-08-06 14:00:44.489038,0,False
SHP-000313,ORD-000313,WH-EU-002,USA,USA,FedEx Express Air,Sea Freight,DELIVERED,2026-07-05 23:00:44.489038,2026-07-12 23:00:44.489038,2026-07-12 23:00:44.489038,0,False
SHP-000314,ORD-000314,WH-ME-001,USA,USA,DB Schenker,Rail Express,DELIVERED,2026-07-27 11:00:44.489038,2026-08-02 11:00:44.489038,2026-08-02 11:00:44.489038,0,False
SHP-000315,ORD-000315,WH-AP-002,Japan,Japan,Maersk Ocean,Air Freight,DELIVERED,2026-07-02 06:00:44.489038,2026-07-07 06:00:44.489038,2026-07-07 06:00:44.489038,0,False
SHP-000316,ORD-000316,WH-EU-002,USA,USA,Kuehne + Nagel,Sea Freight,DELIVERED,2026-07-15 16:00:44.489038,2026-07-20 16:00:44.489038,2026-07-22 16:00:44.489038,48,True
SHP-000317,ORD-000317,WH-AU-001,USA,USA,UPS Supply Chain,Road Truckload,DELIVERED,2026-07-03 09:00:44.489038,2026-07-06 09:00:44.489038,2026-07-06 09:00:44.489038,0,False
SHP-000318,ORD-000318,WH-AP-002,USA,USA,FedEx Express Air,Air Freight,IN_TRANSIT,2026-07-30 03:00:44.489038,2026-08-06 03:00:44.489038,,0,False
SHP-000319,ORD-000319,WH-AP-002,UK,UK,Kuehne + Nagel,Sea Freight,DELIVERED,2026-07-12 02:00:44.489038,2026-07-17 02:00:44.489038,2026-07-17 02:00:44.489038,0,False
SHP-000320,ORD-000320,WH-AU-001,Japan,Japan,Maersk Ocean,Sea Freight,IN_TRANSIT,2026-07-01 22:00:44.489038,2026-07-04 22:00:44.489038,,0,False
SHP-000321,ORD-000321,WH-US-001,USA,USA,Maersk Ocean,Sea Freight,IN_TRANSIT,2026-07-09 04:00:44.489038,2026-07-12 04:00:44.489038,,0,False
SHP-000322,ORD-000322,WH-US-002,Australia,Australia,DHL Supply Chain,Sea Freight,DELIVERED,2026-07-28 08:00:44.489038,2026-08-07 08:00:44.489038,2026-08-09 08:00:44.489038,48,True
SHP-000323,ORD-000323,WH-US-002,USA,USA,UPS Supply Chain,Sea Freight,DELIVERED,2026-07-25 08:00:44.489038,2026-08-04 08:00:44.489038,2026-08-05 08:00:44.489038,24,True
SHP-000324,ORD-000324,WH-AU-001,Taiwan,Taiwan,FedEx Express Air,Air Freight,IN_TRANSIT,2026-07-03 07:00:44.489038,2026-07-08 07:00:44.489038,,0,False
SHP-000325,ORD-000325,WH-EU-001,USA,USA,Cosco Shipping,Sea Freight,DELIVERED,2026-07-26 21:00:44.489038,2026-07-31 21:00:44.489038,2026-07-31 21:00:44.489038,0,False
SHP-000326,ORD-000326,WH-US-002,UK,UK,FedEx Express Air,Road Truckload,IN_TRANSIT,2026-08-10 10:00:44.489038,2026-08-19 10:00:44.489038,,0,False
SHP-000327,ORD-000327,WH-SA-001,Taiwan,Taiwan,FedEx Express Air,Air Freight,DELIVERED,2026-07-21 06:00:44.489038,2026-07-31 06:00:44.489038,2026-07-31 06:00:44.489038,0,False
SHP-000328,ORD-000328,WH-US-002,USA,USA,Kuehne + Nagel,Road Truckload,DELIVERED,2026-08-06 21:00:44.489038,2026-08-09 21:00:44.489038,2026-08-10 09:00:44.489038,12,True
SHP-000329,ORD-000329,WH-SA-001,Japan,Japan,UPS Supply Chain,Sea Freight,DELIVERED,2026-07-27 07:00:44.489038,2026-08-05 07:00:44.489038,2026-08-07 07:00:44.489038,48,True
SHP-000330,ORD-000330,WH-EU-002,Switzerland,Switzerland,FedEx Express Air,Air Freight,DELIVERED,2026-07-07 07:00:44.489038,2026-07-10 07:00:44.489038,2026-07-10 07:00:44.489038,0,False
SHP-000331,ORD-000331,WH-AP-001,Switzerland,Switzerland,Maersk Ocean,Sea Freight,DELIVERED,2026-07-13 10:00:44.489038,2026-07-16 10:00:44.489038,2026-07-18 10:00:44.489038,48,True
SHP-000332,ORD-000332,WH-US-002,Japan,Japan,Kuehne + Nagel,Sea Freight,IN_TRANSIT,2026-07-14 14:00:44.489038,2026-07-17 14:00:44.489038,,0,False
SHP-000333,ORD-000333,WH-SA-001,Germany,Germany,Cosco Shipping,Air Freight,DELAYED,2026-07-03 08:00:44.489038,2026-07-06 08:00:44.489038,,0,False
SHP-000334,ORD-000334,WH-US-002,UK,UK,Cosco Shipping,Sea Freight,IN_TRANSIT,2026-07-11 20:00:44.489038,2026-07-18 20:00:44.489038,,0,False
SHP-000335,ORD-000335,WH-ME-001,USA,USA,Kuehne + Nagel,Air Freight,DELIVERED,2026-08-08 14:00:44.489038,2026-08-16 14:00:44.489038,2026-08-16 14:00:44.489038,0,False
SHP-000336,ORD-000336,WH-AP-003,Germany,Germany,DHL Supply Chain,Sea Freight,DELIVERED,2026-07-29 23:00:44.489038,2026-08-02 23:00:44.489038,2026-08-03 23:00:44.489038,24,True
SHP-000337,ORD-000337,WH-EU-001,Japan,Japan,DHL Supply Chain,Rail Express,DELIVERED,2026-08-06 23:00:44.489038,2026-08-11 23:00:44.489038,2026-08-11 23:00:44.489038,0,False
SHP-000338,ORD-000338,WH-EU-001,UK,UK,UPS Supply Chain,Rail Express,IN_TRANSIT,2026-08-08 23:00:44.489038,2026-08-14 23:00:44.489038,,0,False
SHP-000339,ORD-000339,WH-SA-001,Japan,Japan,UPS Supply Chain,Air Freight,IN_TRANSIT,2026-08-02 14:00:44.489038,2026-08-10 14:00:44.489038,,0,False
SHP-000340,ORD-000340,WH-US-001,Japan,Japan,DB Schenker,Rail Express,DELAYED,2026-07-17 16:00:44.489038,2026-07-22 16:00:44.489038,,0,False
SHP-000341,ORD-000341,WH-US-001,UK,UK,FedEx Express Air,Road Truckload,DELIVERED,2026-07-02 17:00:44.489038,2026-07-05 17:00:44.489038,2026-07-05 17:00:44.489038,0,False
SHP-000342,ORD-000342,WH-SA-001,UK,UK,DHL Supply Chain,Air Freight,DELIVERED,2026-07-28 05:00:44.489038,2026-08-02 05:00:44.489038,2026-08-02 05:00:44.489038,0,False
SHP-000343,ORD-000343,WH-EU-002,Japan,Japan,DB Schenker,Sea Freight,DELIVERED,2026-07-02 12:00:44.489038,2026-07-08 12:00:44.489038,2026-07-08 12:00:44.489038,0,False
SHP-000344,ORD-000344,WH-SA-001,USA,USA,Kuehne + Nagel,Rail Express,DELIVERED,2026-07-16 10:00:44.489038,2026-07-25 10:00:44.489038,2026-07-25 10:00:44.489038,0,False
SHP-000345,ORD-000345,WH-AP-001,UK,UK,FedEx Express Air,Air Freight,DELIVERED,2026-08-02 22:00:44.489038,2026-08-07 22:00:44.489038,2026-08-07 22:00:44.489038,0,False
SHP-000346,ORD-000346,WH-SA-001,Germany,Germany,Maersk Ocean,Rail Express,DELIVERED,2026-08-06 03:00:44.489038,2026-08-11 03:00:44.489038,2026-08-11 03:00:44.489038,0,False
SHP-000347,ORD-000347,WH-AP-002,Switzerland,Switzerland,UPS Supply Chain,Road Truckload,DELAYED,2026-07-23 05:00:44.489038,2026-07-27 05:00:44.489038,,0,False
SHP-000348,ORD-000348,WH-AU-001,Switzerland,Switzerland,UPS Supply Chain,Sea Freight,DELIVERED,2026-08-09 11:00:44.489038,2026-08-14 11:00:44.489038,2026-08-14 11:00:44.489038,0,False
SHP-000349,ORD-000349,WH-US-002,Germany,Germany,Cosco Shipping,Sea Freight,DELIVERED,2026-07-25 17:00:44.489038,2026-08-04 17:00:44.489038,2026-08-06 17:00:44.489038,48,True
SHP-000350,ORD-000350,WH-US-001,USA,USA,DHL Supply Chain,Road Truckload,DELIVERED,2026-08-08 19:00:44.489038,2026-08-14 19:00:44.489038,2026-08-14 19:00:44.489038,0,False
SHP-000351,ORD-000351,WH-AP-001,Japan,Japan,Kuehne + Nagel,Road Truckload,IN_TRANSIT,2026-07-02 00:00:44.489038,2026-07-12 00:00:44.489038,,0,False
SHP-000352,ORD-000352,WH-EU-001,Japan,Japan,FedEx Express Air,Rail Express,IN_TRANSIT,2026-08-10 16:00:44.489038,2026-08-16 16:00:44.489038,,0,False
SHP-000353,ORD-000353,WH-US-002,Switzerland,Switzerland,DB Schenker,Rail Express,DELAYED,2026-07-05 04:00:44.489038,2026-07-08 04:00:44.489038,,0,False
SHP-000354,ORD-000354,WH-AP-003,USA,USA,Kuehne + Nagel,Air Freight,IN_TRANSIT,2026-08-11 08:00:44.489038,2026-08-21 08:00:44.489038,,0,False
SHP-000355,ORD-000355,WH-ME-001,Switzerland,Switzerland,Kuehne + Nagel,Sea Freight,DELIVERED,2026-08-05 17:00:44.489038,2026-08-13 17:00:44.489038,2026-08-14 17:00:44.489038,24,True
SHP-000356,ORD-000356,WH-SA-001,USA,USA,DB Schenker,Rail Express,IN_TRANSIT,2026-07-26 17:00:44.489038,2026-08-04 17:00:44.489038,,0,False
SHP-000357,ORD-000357,WH-AU-001,Switzerland,Switzerland,FedEx Express Air,Air Freight,DELIVERED,2026-08-01 12:00:44.489038,2026-08-07 12:00:44.489038,2026-08-07 12:00:44.489038,0,False
SHP-000358,ORD-000358,WH-ME-001,USA,USA,DHL Supply Chain,Road Truckload,IN_TRANSIT,2026-07-13 01:00:44.489038,2026-07-20 01:00:44.489038,,0,False
SHP-000359,ORD-000359,WH-US-001,Switzerland,Switzerland,UPS Supply Chain,Rail Express,DELIVERED,2026-07-09 13:00:44.489038,2026-07-17 13:00:44.489038,2026-07-19 13:00:44.489038,48,True
SHP-000360,ORD-000360,WH-AP-002,USA,USA,Maersk Ocean,Rail Express,DELIVERED,2026-07-30 11:00:44.489038,2026-08-07 11:00:44.489038,2026-08-07 11:00:44.489038,0,False
SHP-000361,ORD-000361,WH-AU-001,USA,USA,Kuehne + Nagel,Sea Freight,DELIVERED,2026-07-28 08:00:44.489038,2026-07-31 08:00:44.489038,2026-08-02 08:00:44.489038,48,True
SHP-000362,ORD-000362,WH-AP-001,USA,USA,Kuehne + Nagel,Air Freight,CUSTOMS_HOLD,2026-07-08 19:00:44.489038,2026-07-16 19:00:44.489038,,0,False
SHP-000363,ORD-000363,WH-EU-001,Switzerland,Switzerland,Maersk Ocean,Air Freight,CUSTOMS_HOLD,2026-08-13 03:00:44.489038,2026-08-18 03:00:44.489038,,0,False
SHP-000364,ORD-000364,WH-AU-001,USA,USA,UPS Supply Chain,Sea Freight,IN_TRANSIT,2026-07-15 07:00:44.489038,2026-07-22 07:00:44.489038,,0,False
SHP-000365,ORD-000365,WH-EU-002,USA,USA,DHL Supply Chain,Air Freight,DELIVERED,2026-07-31 16:00:44.489038,2026-08-08 16:00:44.489038,2026-08-09 04:00:44.489038,12,True
SHP-000366,ORD-000366,WH-AP-002,Germany,Germany,Maersk Ocean,Road Truckload,DELIVERED,2026-07-12 02:00:44.489038,2026-07-19 02:00:44.489038,2026-07-19 02:00:44.489038,0,False
SHP-000367,ORD-000367,WH-SA-001,Switzerland,Switzerland,Cosco Shipping,Rail Express,DELIVERED,2026-08-10 02:00:44.489038,2026-08-14 02:00:44.489038,2026-08-14 02:00:44.489038,0,False
SHP-000368,ORD-000368,WH-US-001,USA,USA,Kuehne + Nagel,Road Truckload,DELIVERED,2026-08-02 15:00:44.489038,2026-08-06 15:00:44.489038,2026-08-06 15:00:44.489038,0,False
SHP-000369,ORD-000369,WH-US-001,USA,USA,UPS Supply Chain,Sea Freight,IN_TRANSIT,2026-08-12 03:00:44.489038,2026-08-22 03:00:44.489038,,0,False
SHP-000370,ORD-000370,WH-AP-003,UK,UK,Maersk Ocean,Air Freight,DELIVERED,2026-08-06 02:00:44.489038,2026-08-16 02:00:44.489038,2026-08-16 14:00:44.489038,12,True
SHP-000371,ORD-000371,WH-ME-001,Switzerland,Switzerland,FedEx Express Air,Sea Freight,DELIVERED,2026-07-15 18:00:44.489038,2026-07-22 18:00:44.489038,2026-07-22 18:00:44.489038,0,False
SHP-000372,ORD-000372,WH-AU-001,Japan,Japan,DB Schenker,Road Truckload,DELIVERED,2026-07-17 13:00:44.489038,2026-07-21 13:00:44.489038,2026-07-23 13:00:44.489038,48,True
SHP-000373,ORD-000373,WH-AP-003,USA,USA,DHL Supply Chain,Sea Freight,DELAYED,2026-07-11 15:00:44.489038,2026-07-20 15:00:44.489038,,0,False
SHP-000374,ORD-000374,WH-AU-001,Japan,Japan,Kuehne + Nagel,Road Truckload,DELAYED,2026-07-01 13:00:44.489038,2026-07-06 13:00:44.489038,,0,False
SHP-000375,ORD-000375,WH-AP-003,Taiwan,Taiwan,FedEx Express Air,Air Freight,IN_TRANSIT,2026-07-26 03:00:44.489038,2026-08-04 03:00:44.489038,,0,False
SHP-000376,ORD-000376,WH-US-002,Germany,Germany,Kuehne + Nagel,Road Truckload,DELIVERED,2026-07-06 13:00:44.489038,2026-07-12 13:00:44.489038,2026-07-12 13:00:44.489038,0,False
SHP-000377,ORD-000377,WH-EU-002,USA,USA,Maersk Ocean,Air Freight,CUSTOMS_HOLD,2026-07-29 20:00:44.489038,2026-08-05 20:00:44.489038,,0,False
SHP-000378,ORD-000378,WH-AP-002,Japan,Japan,Kuehne + Nagel,Air Freight,IN_TRANSIT,2026-07-25 09:00:44.489038,2026-07-30 09:00:44.489038,,0,False
SHP-000379,ORD-000379,WH-AU-001,UK,UK,UPS Supply Chain,Road Truckload,DELIVERED,2026-08-07 15:00:44.489038,2026-08-10 15:00:44.489038,2026-08-10 15:00:44.489038,0,False
SHP-000380,ORD-000380,WH-US-001,Australia,Australia,Maersk Ocean,Air Freight,IN_TRANSIT,2026-07-01 19:00:44.489038,2026-07-08 19:00:44.489038,,0,False
SHP-000381,ORD-000381,WH-ME-001,Australia,Australia,DB Schenker,Road Truckload,DELIVERED,2026-07-01 07:00:44.489038,2026-07-04 07:00:44.489038,2026-07-06 07:00:44.489038,48,True
SHP-000382,ORD-000382,WH-EU-002,Japan,Japan,UPS Supply Chain,Air Freight,DELIVERED,2026-08-04 01:00:44.489038,2026-08-10 01:00:44.489038,2026-08-12 01:00:44.489038,48,True
SHP-000383,ORD-000383,WH-AP-001,Japan,Japan,DB Schenker,Road Truckload,IN_TRANSIT,2026-08-13 20:00:44.489038,2026-08-17 20:00:44.489038,,0,False
SHP-000384,ORD-000384,WH-AU-001,USA,USA,FedEx Express Air,Road Truckload,DELIVERED,2026-07-15 07:00:44.489038,2026-07-22 07:00:44.489038,2026-07-24 07:00:44.489038,48,True
SHP-000385,ORD-000385,WH-US-002,Taiwan,Taiwan,UPS Supply Chain,Air Freight,DELAYED,2026-08-04 23:00:44.489038,2026-08-14 23:00:44.489038,,0,False
SHP-000386,ORD-000386,WH-US-001,Japan,Japan,DB Schenker,Road Truckload,IN_TRANSIT,2026-07-17 08:00:44.489038,2026-07-22 08:00:44.489038,,0,False
SHP-000387,ORD-000387,WH-US-001,USA,USA,Kuehne + Nagel,Sea Freight,IN_TRANSIT,2026-07-09 15:00:44.489038,2026-07-12 15:00:44.489038,,0,False
SHP-000388,ORD-000388,WH-AP-003,USA,USA,Maersk Ocean,Rail Express,DELAYED,2026-07-07 22:00:44.489038,2026-07-13 22:00:44.489038,,0,False
SHP-000389,ORD-000389,WH-SA-001,USA,USA,FedEx Express Air,Sea Freight,IN_TRANSIT,2026-07-22 03:00:44.489038,2026-08-01 03:00:44.489038,,0,False
SHP-000390,ORD-000390,WH-AP-002,Germany,Germany,Maersk Ocean,Air Freight,IN_TRANSIT,2026-08-05 03:00:44.489038,2026-08-11 03:00:44.489038,,0,False
SHP-000391,ORD-000391,WH-EU-002,Japan,Japan,Maersk Ocean,Sea Freight,CUSTOMS_HOLD,2026-08-09 18:00:44.489038,2026-08-13 18:00:44.489038,,0,False
SHP-000392,ORD-000392,WH-ME-001,Germany,Germany,FedEx Express Air,Air Freight,DELIVERED,2026-07-27 11:00:44.489038,2026-07-31 11:00:44.489038,2026-08-02 11:00:44.489038,48,True
SHP-000393,ORD-000393,WH-AP-003,Japan,Japan,DHL Supply Chain,Rail Express,DELIVERED,2026-08-12 12:00:44.489038,2026-08-16 12:00:44.489038,2026-08-17 00:00:44.489038,12,True
SHP-000394,ORD-000394,WH-ME-001,Taiwan,Taiwan,DHL Supply Chain,Rail Express,DELIVERED,2026-07-23 12:00:44.489038,2026-07-30 12:00:44.489038,2026-07-30 12:00:44.489038,0,False
SHP-000395,ORD-000395,WH-AP-003,USA,USA,Cosco Shipping,Road Truckload,DELIVERED,2026-07-28 05:00:44.489038,2026-08-05 05:00:44.489038,2026-08-05 05:00:44.489038,0,False
SHP-000396,ORD-000396,WH-AP-002,USA,USA,Kuehne + Nagel,Road Truckload,DELIVERED,2026-07-02 05:00:44.489038,2026-07-07 05:00:44.489038,2026-07-07 05:00:44.489038,0,False
SHP-000397,ORD-000397,WH-EU-002,UK,UK,UPS Supply Chain,Sea Freight,IN_TRANSIT,2026-08-01 05:00:44.489038,2026-08-07 05:00:44.489038,,0,False
SHP-000398,ORD-000398,WH-EU-002,Switzerland,Switzerland,DHL Supply Chain,Rail Express,DELIVERED,2026-07-17 03:00:44.489038,2026-07-27 03:00:44.489038,2026-07-27 03:00:44.489038,0,False
SHP-000399,ORD-000399,WH-AP-002,Australia,Australia,Maersk Ocean,Rail Express,DELIVERED,2026-07-13 03:00:44.489038,2026-07-23 03:00:44.489038,2026-07-24 03:00:44.489038,24,True
SHP-000400,ORD-000400,WH-ME-001,Germany,Germany,UPS Supply Chain,Rail Express,DELIVERED,2026-07-19 03:00:44.489038,2026-07-22 03:00:44.489038,2026-07-22 03:00:44.489038,0,False
SHP-000401,ORD-000401,WH-AP-002,Germany,Germany,Kuehne + Nagel,Rail Express,DELIVERED,2026-07-08 21:00:44.489038,2026-07-15 21:00:44.489038,2026-07-15 21:00:44.489038,0,False
SHP-000402,ORD-000402,WH-US-001,USA,USA,DHL Supply Chain,Rail Express,DELIVERED,2026-07-22 11:00:44.489038,2026-07-30 11:00:44.489038,2026-07-31 11:00:44.489038,24,True
SHP-000403,ORD-000403,WH-AP-002,Switzerland,Switzerland,DB Schenker,Rail Express,DELIVERED,2026-08-10 04:00:44.489038,2026-08-15 04:00:44.489038,2026-08-15 04:00:44.489038,0,False
SHP-000404,ORD-000404,WH-SA-001,Switzerland,Switzerland,DHL Supply Chain,Rail Express,DELIVERED,2026-08-07 10:00:44.489038,2026-08-16 10:00:44.489038,2026-08-16 22:00:44.489038,12,True
SHP-000405,ORD-000405,WH-AP-002,Australia,Australia,Kuehne + Nagel,Road Truckload,DELIVERED,2026-07-23 03:00:44.489038,2026-08-01 03:00:44.489038,2026-08-01 15:00:44.489038,12,True
SHP-000406,ORD-000406,WH-AP-003,UK,UK,DHL Supply Chain,Rail Express,DELIVERED,2026-07-13 17:00:44.489038,2026-07-17 17:00:44.489038,2026-07-18 05:00:44.489038,12,True
SHP-000407,ORD-000407,WH-EU-002,Japan,Japan,UPS Supply Chain,Road Truckload,CUSTOMS_HOLD,2026-07-23 00:00:44.489038,2026-08-02 00:00:44.489038,,0,False
SHP-000408,ORD-000408,WH-US-001,Japan,Japan,Cosco Shipping,Rail Express,DELIVERED,2026-07-19 19:00:44.489038,2026-07-29 19:00:44.489038,2026-07-30 19:00:44.489038,24,True
SHP-000409,ORD-000409,WH-US-001,Taiwan,Taiwan,UPS Supply Chain,Air Freight,DELIVERED,2026-07-29 20:00:44.489038,2026-08-07 20:00:44.489038,2026-08-09 20:00:44.489038,48,True
SHP-000410,ORD-000410,WH-ME-001,USA,USA,UPS Supply Chain,Road Truckload,IN_TRANSIT,2026-07-15 21:00:44.489038,2026-07-22 21:00:44.489038,,0,False
SHP-000411,ORD-000411,WH-AP-003,USA,USA,Cosco Shipping,Rail Express,IN_TRANSIT,2026-08-11 06:00:44.489038,2026-08-14 06:00:44.489038,,0,False
SHP-000412,ORD-000412,WH-US-002,Australia,Australia,UPS Supply Chain,Rail Express,CUSTOMS_HOLD,2026-07-15 23:00:44.489038,2026-07-22 23:00:44.489038,,0,False
SHP-000413,ORD-000413,WH-US-001,USA,USA,DHL Supply Chain,Sea Freight,DELAYED,2026-06-29 11:00:44.489038,2026-07-04 11:00:44.489038,,0,False
SHP-000414,ORD-000414,WH-US-002,USA,USA,DB Schenker,Road Truckload,IN_TRANSIT,2026-08-11 11:00:44.489038,2026-08-19 11:00:44.489038,,0,False
SHP-000415,ORD-000415,WH-US-001,Germany,Germany,UPS Supply Chain,Sea Freight,DELIVERED,2026-08-10 06:00:44.489038,2026-08-20 06:00:44.489038,2026-08-20 06:00:44.489038,0,False
SHP-000416,ORD-000416,WH-US-002,Australia,Australia,Maersk Ocean,Road Truckload,DELIVERED,2026-07-22 08:00:44.489038,2026-07-28 08:00:44.489038,2026-07-28 08:00:44.489038,0,False
SHP-000417,ORD-000417,WH-AP-003,UK,UK,FedEx Express Air,Sea Freight,DELIVERED,2026-08-09 22:00:44.489038,2026-08-19 22:00:44.489038,2026-08-20 22:00:44.489038,24,True
