event_id,shipment_id,device_id,latitude,longitude,temperature_c,humidity_pct,battery_level,recorded_at,raw_payload
IOT-0000753,SHP-000029,DEV-491,52.214977,9.538163,5.75,61.31,85,2026-09-01T10:41:20.247341,"{""event_id"": ""IOT-0000753"", ""temp"": 5.746679057662904, ""lat"": 52.21497684661747, ""lon"": 9.538162801419352}"
IOT-0000754,SHP-000390,DEV-133,37.820635,139.024876,4.47,66.47,18,2026-08-31T06:32:20.247341,"{""event_id"": ""IOT-0000754"", ""temp"": 4.474359757769074, ""lat"": 37.820634826154524, ""lon"": 139.02487574346267}"
IOT-0000755,SHP-000115,DEV-425,-34.977703,150.428363,6.29,73.27,40,2026-08-29T07:06:20.247341,"{""event_id"": ""IOT-0000755"", ""temp"": 6.29152455655554, ""lat"": -34.97770312985246, ""lon"": 150.42836343503356}"
IOT-0000756,SHP-000082,DEV-264,23.488781,57.123016,5.23,66.34,84,2026-08-30T14:05:20.247341,"{""event_id"": ""IOT-0000756"", ""temp"": 5.226068957381992, ""lat"": 23.48878094134658, ""lon"": 57.123016254837864}"
IOT-0000757,SHP-000222,DEV-654,52.346528,4.383587,3.19,54.12,24,2026-08-30T08:14:20.247341,"{""event_id"": ""IOT-0000757"", ""temp"": 3.1922846692865683, ""lat"": 52.34652759831906, ""lon"": 4.383587436066541}"
IOT-0000758,SHP-000425,DEV-217,3.764137,101.738756,6.35,59.30,16,2026-08-28T12:23:20.247341,"{""event_id"": ""IOT-0000758"", ""temp"": 6.352577135802238, ""lat"": 3.76413723975128, ""lon"": 101.73875579719007}"
IOT-0000759,SHP-000015,DEV-239,30.317083,120.173840,5.57,48.29,53,2026-08-29T03:29:20.247341,"{""event_id"": ""IOT-0000759"", ""temp"": 5.567906561183699, ""lat"": 30.31708253496262, ""lon"": 120.17384040560829}"
IOT-0000760,SHP-000323,DEV-258,51.011428,6.309931,3.98,40.55,21,2026-08-28T14:48:20.247341,"{""event_id"": ""IOT-0000760"", ""temp"": 3.984973962455222, ""lat"": 51.01142837470829, ""lon"": 6.309930900473234}"
IOT-0000761,SHP-000336,DEV-178,23.212395,54.816857,13.61,60.84,24,2026-08-30T07:20:20.247341,"{""event_id"": ""IOT-0000761"", ""temp"": 13.611974893928608, ""lat"": 23.21239501803228, ""lon"": 54.81685662403856}"
IOT-0000762,SHP-000203,DEV-955,-22.331413,-46.033655,2.72,64.63,55,2026-09-02T00:38:20.247341,"{""event_id"": ""IOT-0000762"", ""temp"": 2.7198621197122, ""lat"": -22.331412817698443, ""lon"": -46.03365544961979}"
IOT-0000763,SHP-000038,DEV-246,-32.467451,151.989830,2.52,67.45,25,2026-08-30T15:59:20.247341,"{""event_id"": ""IOT-0000763"", ""temp"": 2.522258908390846, ""lat"": -32.46745126615691, ""lon"": 151.9898303050179}"
IOT-0000764,SHP-000260,DEV-234,34.235326,-116.076332,3.47,46.17,20,2026-09-01T04:26:20.247341,"{""event_id"": ""IOT-0000764"", ""temp"": 3.473160526904662, ""lat"": 34.235325912920814, ""lon"": -116.0763315240959}"
IOT-0000765,SHP-000410,DEV-636,22.725155,56.572623,4.47,49.07,95,2026-09-01T19:16:20.247341,"{""event_id"": ""IOT-0000765"", ""temp"": 4.465385172475699, ""lat"": 22.725154895906137, ""lon"": 56.57262336442469}"
IOT-0000766,SHP-000027,DEV-736,29.867281,120.913449,5.20,72.55,79,2026-08-28T11:16:20.247341,"{""event_id"": ""IOT-0000766"", ""temp"": 5.201870073554298, ""lat"": 29.86728121054781, ""lon"": 120.91344924405813}"
IOT-0000767,SHP-000154,DEV-244,53.200380,5.645353,4.53,51.63,16,2026-08-30T04:03:20.247341,"{""event_id"": ""IOT-0000767"", ""temp"": 4.5303810209951525, ""lat"": 53.20037988363144, ""lon"": 5.645352537753423}"
IOT-0000768,SHP-000285,DEV-483,30.426210,121.817675,3.32,46.47,39,2026-08-28T14:56:20.247341,"{""event_id"": ""IOT-0000768"", ""temp"": 3.32205111751088, ""lat"": 30.426210282185828, ""lon"": 121.81767490820225}"
IOT-0000769,SHP-000175,DEV-653,26.459317,55.538734,3.97,71.78,84,2026-09-01T03:58:20.247341,"{""event_id"": ""IOT-0000769"", ""temp"": 3.974492273818746, ""lat"": 26.45931747733299, ""lon"": 55.53873421227107}"
IOT-0000770,SHP-000313,DEV-561,-23.995812,-45.288444,3.37,59.94,55,2026-09-02T01:43:20.247341,"{""event_id"": ""IOT-0000770"", ""temp"": 3.3673189945795006, ""lat"": -23.99581228371327, ""lon"": -45.28844446778187}"
IOT-0000771,SHP-000213,DEV-763,54.635775,9.914032,4.19,74.80,71,2026-08-29T21:25:20.247341,"{""event_id"": ""IOT-0000771"", ""temp"": 4.192240722690192, ""lat"": 54.6357751633116, ""lon"": 9.91403245857738}"
IOT-0000772,SHP-000315,DEV-168,51.225481,11.438297,4.50,66.98,68,2026-08-30T16:19:20.247341,"{""event_id"": ""IOT-0000772"", ""temp"": 4.499678127421578, ""lat"": 51.225480841787245, ""lon"": 11.438296917740779}"
IOT-0000773,SHP-000291,DEV-692,37.856823,139.992763,6.38,66.75,70,2026-09-01T05:40:20.247341,"{""event_id"": ""IOT-0000773"", ""temp"": 6.378562801111085, ""lat"": 37.85682257711613, ""lon"": 139.99276321085313}"
IOT-0000774,SHP-000327,DEV-592,-21.812199,-44.149417,3.34,70.59,81,2026-08-31T09:35:20.247341,"{""event_id"": ""IOT-0000774"", ""temp"": 3.3413528324296022, ""lat"": -21.81219936719551, ""lon"": -44.14941681986221}"
IOT-0000775,SHP-000064,DEV-461,-32.934316,153.161546,3.35,48.49,43,2026-08-28T06:40:20.247341,"{""event_id"": ""IOT-0000775"", ""temp"": 3.353897223567179, ""lat"": -32.93431646527519, ""lon"": 153.16154554499695}"
IOT-0000776,SHP-000472,DEV-824,37.212605,140.337038,4.25,68.25,85,2026-08-31T04:55:20.247341,"{""event_id"": ""IOT-0000776"", ""temp"": 4.246680344553142, ""lat"": 37.21260516062153, ""lon"": 140.3370378444848}"
IOT-0000777,SHP-000345,DEV-356,-35.676305,150.143052,4.86,57.35,26,2026-08-30T22:45:20.247341,"{""event_id"": ""IOT-0000777"", ""temp"": 4.861006081647636, ""lat"": -35.676305031499915, ""lon"": 150.14305196851282}"
IOT-0000778,SHP-000235,DEV-249,30.954942,123.410750,2.38,40.54,100,2026-08-30T13:50:20.247341,"{""event_id"": ""IOT-0000778"", ""temp"": 2.37502581491656, ""lat"": 30.954941850245966, ""lon"": 123.41075027648841}"
IOT-0000779,SHP-000291,DEV-279,51.836635,11.815325,17.74,56.18,33,2026-09-01T17:26:20.247341,"{""event_id"": ""IOT-0000779"", ""temp"": 17.73855186376027, ""lat"": 51.83663455385482, ""lon"": 11.815325428831356}"
IOT-0000780,SHP-000376,DEV-776,27.487960,55.856204,5.43,50.22,17,2026-08-31T17:21:20.247341,"{""event_id"": ""IOT-0000780"", ""temp"": 5.426190552673034, ""lat"": 27.48795997063302, ""lon"": 55.85620376110688}"
IOT-0000781,SHP-000379,DEV-665,52.701360,8.706471,3.27,55.30,26,2026-09-01T05:33:20.247341,"{""event_id"": ""IOT-0000781"", ""temp"": 3.265248360859859, ""lat"": 52.70136045005304, ""lon"": 8.706471468160956}"
IOT-0000782,SHP-000254,DEV-523,34.191865,-119.084212,6.19,71.73,99,2026-09-02T01:24:20.247341,"{""event_id"": ""IOT-0000782"", ""temp"": 6.19317525249204, ""lat"": 34.191864757353244, ""lon"": -119.08421156587748}"
IOT-0000783,SHP-000413,DEV-405,-36.255447,152.567242,4.74,45.73,44,2026-08-31T01:48:20.247341,"{""event_id"": ""IOT-0000783"", ""temp"": 4.742948453093802, ""lat"": -36.25544685096926, ""lon"": 152.56724153729056}"
IOT-0000784,SHP-000438,DEV-703,35.729547,-119.442695,3.93,69.18,43,2026-08-28T19:25:20.247341,"{""event_id"": ""IOT-0000784"", ""temp"": 3.9259879693012194, ""lat"": 35.72954663915787, ""lon"": -119.44269483587597}"
IOT-0000785,SHP-000322,DEV-733,-22.188564,-44.362532,5.46,48.14,29,2026-08-29T06:34:20.247341,"{""event_id"": ""IOT-0000785"", ""temp"": 5.456377916163027, ""lat"": -22.188564234257292, ""lon"": -44.36253247249235}"
IOT-0000786,SHP-000472,DEV-995,23.508100,57.554482,12.56,49.86,56,2026-08-31T09:01:20.247341,"{""event_id"": ""IOT-0000786"", ""temp"": 12.556093947137901, ""lat"": 23.508100097438778, ""lon"": 57.55448196896934}"
IOT-0000787,SHP-000299,DEV-603,49.581328,2.839107,3.47,74.40,64,2026-08-29T04:03:20.247341,"{""event_id"": ""IOT-0000787"", ""temp"": 3.4654625433892194, ""lat"": 49.58132840386516, ""lon"": 2.8391073230948667}"
IOT-0000788,SHP-000161,DEV-659,2.537027,102.462185,4.36,63.39,36,2026-08-28T14:08:20.247341,"{""event_id"": ""IOT-0000788"", ""temp"": 4.3601499004134805, ""lat"": 2.537026522897087, ""lon"": 102.46218497068865}"
IOT-0000789,SHP-000415,DEV-764,-36.296454,152.294957,2.29,45.90,79,2026-09-02T01:50:20.247341,"{""event_id"": ""IOT-0000789"", ""temp"": 2.288711230531261, ""lat"": -36.296454023061244, ""lon"": 152.2949565004858}"
IOT-0000790,SHP-000269,DEV-969,35.251241,137.782092,3.36,72.07,85,2026-08-28T09:16:20.247341,"{""event_id"": ""IOT-0000790"", ""temp"": 3.3589275242426715, ""lat"": 35.25124099435808, ""lon"": 137.78209181193398}"
IOT-0000791,SHP-000044,DEV-252,29.017429,119.145058,4.39,66.68,42,2026-08-29T08:13:20.247341,"{""event_id"": ""IOT-0000791"", ""temp"": 4.3904194667349685, ""lat"": 29.017428695428983, ""lon"": 119.14505812142303}"
IOT-0000792,SHP-000466,DEV-835,35.153792,-116.813303,6.19,71.25,97,2026-08-30T18:37:20.247341,"{""event_id"": ""IOT-0000792"", ""temp"": 6.189722893473718, ""lat"": 35.15379159061938, ""lon"": -116.81330306415242}"
IOT-0000793,SHP-000287,DEV-292,53.065750,3.689360,5.09,40.94,20,2026-08-31T14:07:20.247341,"{""event_id"": ""IOT-0000793"", ""temp"": 5.089406490106203, ""lat"": 53.06575032474085, ""lon"": 3.68936040562986}"
IOT-0000794,SHP-000348,DEV-471,52.254397,12.236108,4.73,43.60,96,2026-08-31T23:49:20.247341,"{""event_id"": ""IOT-0000794"", ""temp"": 4.734663940277331, ""lat"": 52.25439664950101, ""lon"": 12.236107991830089}"
IOT-0000795,SHP-000431,DEV-558,26.141812,57.508324,5.86,68.24,63,2026-09-01T16:19:20.247341,"{""event_id"": ""IOT-0000795"", ""temp"": 5.864594148637797, ""lat"": 26.141812070714, ""lon"": 57.50832436260534}"
IOT-0000796,SHP-000285,DEV-168,31.991891,-117.002942,17.35,65.11,34,2026-09-01T03:38:20.247341,"{""event_id"": ""IOT-0000796"", ""temp"": 17.349705916645743, ""lat"": 31.991891261881722, ""lon"": -117.00294224203343}"
IOT-0000797,SHP-000044,DEV-797,51.004111,4.185183,2.29,52.34,40,2026-08-30T15:46:20.247341,"{""event_id"": ""IOT-0000797"", ""temp"": 2.2949604841674134, ""lat"": 51.00411083905879, ""lon"": 4.18518333903129}"
IOT-0000798,SHP-000478,DEV-808,53.442628,4.718150,5.20,52.60,72,2026-08-28T15:08:20.247341,"{""event_id"": ""IOT-0000798"", ""temp"": 5.20114171853352, ""lat"": 53.44262819903415, ""lon"": 4.718149517490099}"
IOT-0000799,SHP-000386,DEV-802,-0.984391,105.813000,3.85,68.36,87,2026-08-30T19:12:20.247341,"{""event_id"": ""IOT-0000799"", ""temp"": 3.845726252003408, ""lat"": -0.9843910859242171, ""lon"": 105.81300041222035}"
IOT-0000800,SHP-000067,DEV-445,-23.812735,-44.853424,10.63,48.74,24,2026-08-30T10:19:20.247341,"{""event_id"": ""IOT-0000800"", ""temp"": 10.634010391574586, ""lat"": -23.812734653257692, ""lon"": -44.85342377514193}"
IOT-0000801,SHP-000309,DEV-663,26.858117,53.626761,3.03,73.62,37,2026-08-31T21:05:20.247341,"{""event_id"": ""IOT-0000801"", ""temp"": 3.0261795603590906, ""lat"": 26.858117485856972, ""lon"": 53.626760691349034}"
IOT-0000802,SHP-000186,DEV-292,-1.073396,104.705705,4.06,48.88,53,2026-09-01T17:09:20.247341,"{""event_id"": ""IOT-0000802"", ""temp"": 4.062308220581222, ""lat"": -1.0733964948505785, ""lon"": 104.70570497169712}"
IOT-0000803,SHP-000140,DEV-655,-22.498106,-48.005957,6.16,49.69,60,2026-09-01T06:03:20.247341,"{""event_id"": ""IOT-0000803"", ""temp"": 6.16302223118101, ""lat"": -22.498106332852885, ""lon"": -48.00595712049622}"
IOT-0000804,SHP-000020,DEV-164,-32.130043,151.161594,5.87,52.97,56,2026-08-30T17:44:20.247341,"{""event_id"": ""IOT-0000804"", ""temp"": 5.874762861557928, ""lat"": -32.1300428948804, ""lon"": 151.16159434915485}"
IOT-0000805,SHP-000235,DEV-126,25.145564,57.437242,4.67,59.60,62,2026-08-28T15:14:20.247341,"{""event_id"": ""IOT-0000805"", ""temp"": 4.672128485524119, ""lat"": 25.14556383873853, ""lon"": 57.43724154687544}"
IOT-0000806,SHP-000057,DEV-216,33.532832,-117.469479,2.75,66.79,96,2026-08-30T05:27:20.247341,"{""event_id"": ""IOT-0000806"", ""temp"": 2.7488720882749336, ""lat"": 33.5328316967211, ""lon"": -117.46947931601353}"
IOT-0000807,SHP-000142,DEV-105,41.470802,-88.580427,4.07,69.04,64,2026-08-31T09:34:20.247341,"{""event_id"": ""IOT-0000807"", ""temp"": 4.070414600945307, ""lat"": 41.47080239622706, ""lon"": -88.58042742198725}"
IOT-0000808,SHP-000233,DEV-210,30.405587,120.256360,5.01,63.70,47,2026-08-28T12:15:20.247341,"{""event_id"": ""IOT-0000808"", ""temp"": 5.009537016978335, ""lat"": 30.405586866109036, ""lon"": 120.25636010712351}"
IOT-0000809,SHP-000392,DEV-793,51.149756,2.270802,3.42,56.69,54,2026-08-28T14:08:20.247341,"{""event_id"": ""IOT-0000809"", ""temp"": 3.418910745482059, ""lat"": 51.149756017853406, ""lon"": 2.2708020065496974}"
IOT-0000810,SHP-000305,DEV-191,0.956970,104.583245,2.38,71.54,51,2026-08-30T13:38:20.247341,"{""event_id"": ""IOT-0000810"", ""temp"": 2.3812305709168844, ""lat"": 0.9569696981412363, ""lon"": 104.58324498203832}"
IOT-0000811,SHP-000059,DEV-831,29.631030,121.071414,4.39,44.09,64,2026-08-30T15:50:20.247341,"{""event_id"": ""IOT-0000811"", ""temp"": 4.386169574046509, ""lat"": 29.631029565711785, ""lon"": 121.07141434228083}"
IOT-0000812,SHP-000284,DEV-274,52.151826,2.487572,5.91,67.07,72,2026-09-01T09:06:20.247341,"{""event_id"": ""IOT-0000812"", ""temp"": 5.905981409527066, ""lat"": 52.15182575123136, ""lon"": 2.48757219374124}"
IOT-0000813,SHP-000182,DEV-544,37.074091,138.168118,5.48,69.72,16,2026-08-31T03:59:20.247341,"{""event_id"": ""IOT-0000813"", ""temp"": 5.484097604281463, ""lat"": 37.07409120615844, ""lon"": 138.1681184659516}"
IOT-0000814,SHP-000160,DEV-433,-35.544416,150.819679,5.61,70.57,77,2026-08-29T17:01:20.247341,"{""event_id"": ""IOT-0000814"", ""temp"": 5.612728754993059, ""lat"": -35.54441615267916, ""lon"": 150.8196788744702}"
IOT-0000815,SHP-000264,DEV-111,-34.392598,149.566316,2.92,74.14,89,2026-08-28T13:21:20.247341,"{""event_id"": ""IOT-0000815"", ""temp"": 2.9228341338346246, ""lat"": -34.39259849865099, ""lon"": 149.56631605176509}"
IOT-0000816,SHP-000163,DEV-402,54.073788,3.490430,4.93,63.69,20,2026-08-29T11:39:20.247341,"{""event_id"": ""IOT-0000816"", ""temp"": 4.932476294311247, ""lat"": 54.07378755712832, ""lon"": 3.4904298771308757}"
IOT-0000817,SHP-000041,DEV-166,29.303534,119.086043,3.05,69.83,71,2026-08-30T20:29:20.247341,"{""event_id"": ""IOT-0000817"", ""temp"": 3.0453579482929336, ""lat"": 29.303534137209766, ""lon"": 119.08604304772541}"
IOT-0000818,SHP-000165,DEV-207,33.540461,122.588528,2.68,51.73,70,2026-08-28T04:12:20.247341,"{""event_id"": ""IOT-0000818"", ""temp"": 2.67959641726491, ""lat"": 33.54046050341512, ""lon"": 122.58852835964483}"
IOT-0000819,SHP-000483,DEV-364,52.246167,3.529459,5.42,56.87,30,2026-08-28T23:05:20.247341,"{""event_id"": ""IOT-0000819"", ""temp"": 5.420883189273085, ""lat"": 52.2461674268588, ""lon"": 3.5294587653557454}"
IOT-0000820,SHP-000463,DEV-410,-23.022462,-46.137566,5.85,68.99,93,2026-08-30T06:19:20.247341,"{""event_id"": ""IOT-0000820"", ""temp"": 5.848956338295881, ""lat"": -23.02246211761723, ""lon"": -46.137565574825395}"
IOT-0000821,SHP-000402,DEV-764,33.761548,-116.734018,2.66,44.48,73,2026-08-29T12:01:20.247341,"{""event_id"": ""IOT-0000821"", ""temp"": 2.6629387704441863, ""lat"": 33.76154769972226, ""lon"": -116.73401785932576}"
IOT-0000822,SHP-000291,DEV-205,41.800891,-88.054046,4.23,40.57,50,2026-08-29T11:05:20.247341,"{""event_id"": ""IOT-0000822"", ""temp"": 4.227789979996443, ""lat"": 41.800890996295294, ""lon"": -88.05404615906706}"
IOT-0000823,SHP-000300,DEV-636,32.759623,-120.152445,2.63,69.73,34,2026-08-29T21:44:20.247341,"{""event_id"": ""IOT-0000823"", ""temp"": 2.6259747273077414, ""lat"": 32.75962265119334, ""lon"": -120.15244525115136}"
IOT-0000824,SHP-000298,DEV-558,34.722438,-120.203494,6.01,49.43,64,2026-08-31T11:17:20.247341,"{""event_id"": ""IOT-0000824"", ""temp"": 6.013771553217342, ""lat"": 34.72243751314567, ""lon"": -120.20349379092791}"
IOT-0000825,SHP-000474,DEV-629,51.339428,2.381828,3.75,42.44,42,2026-08-31T17:02:20.247341,"{""event_id"": ""IOT-0000825"", ""temp"": 3.7495773671214483, ""lat"": 51.33942761971564, ""lon"": 2.381828463793716}"
IOT-0000826,SHP-000289,DEV-210,3.526307,103.412459,2.94,54.12,25,2026-08-31T04:43:20.247341,"{""event_id"": ""IOT-0000826"", ""temp"": 2.93770885460761, ""lat"": 3.526306742672374, ""lon"": 103.41245914179233}"
IOT-0000827,SHP-000175,DEV-175,43.715372,-87.196911,5.64,64.43,88,2026-08-31T14:14:20.247341,"{""event_id"": ""IOT-0000827"", ""temp"": 5.641403458755464, ""lat"": 43.71537224915718, ""lon"": -87.19691077239268}"
IOT-0000828,SHP-000308,DEV-302,-22.115939,-45.166278,2.54,61.80,36,2026-08-29T00:59:20.247341,"{""event_id"": ""IOT-0000828"", ""temp"": 2.5449463479060377, ""lat"": -22.115938628795078, ""lon"": -45.16627769748389}"
IOT-0000829,SHP-000299,DEV-225,32.603574,-119.987802,2.72,42.90,49,2026-08-28T07:29:20.247341,"{""event_id"": ""IOT-0000829"", ""temp"": 2.7241515080787613, ""lat"": 32.60357353555821, ""lon"": -119.98780188531335}"
IOT-0000830,SHP-000402,DEV-148,-0.560852,103.897178,6.39,56.49,31,2026-08-29T10:45:20.247341,"{""event_id"": ""IOT-0000830"", ""temp"": 6.38737250738331, ""lat"": -0.5608520232972651, ""lon"": 103.8971779610631}"
IOT-0000831,SHP-000042,DEV-462,-24.566168,-43.836546,10.27,62.32,35,2026-09-02T01:20:20.247341,"{""event_id"": ""IOT-0000831"", ""temp"": 10.27486849402837, ""lat"": -24.566168226670793, ""lon"": -43.836546139749906}"
IOT-0000832,SHP-000131,DEV-851,37.957596,139.019616,5.18,50.99,63,2026-08-29T21:41:20.247341,"{""event_id"": ""IOT-0000832"", ""temp"": 5.183433433836514, ""lat"": 37.95759561505091, ""lon"": 139.01961551900186}"
IOT-0000833,SHP-000346,DEV-262,55.770432,11.021637,4.77,50.00,91,2026-09-01T09:13:20.247341,"{""event_id"": ""IOT-0000833"", ""temp"": 4.767918951215204, ""lat"": 55.77043150565198, ""lon"": 11.021637409031861}"
IOT-0000834,SHP-000401,DEV-317,50.514596,4.059430,16.19,51.79,32,2026-08-29T13:43:20.247341,"{""event_id"": ""IOT-0000834"", ""temp"": 16.190126774426453, ""lat"": 50.51459586682543, ""lon"": 4.059430472363573}"
IOT-0000835,SHP-000327,DEV-288,33.558603,122.807039,6.26,68.96,34,2026-09-02T00:37:20.247341,"{""event_id"": ""IOT-0000835"", ""temp"": 6.256156300627809, ""lat"": 33.55860320930826, ""lon"": 122.80703936151689}"
IOT-0000836,SHP-000496,DEV-418,33.913124,-118.144580,3.30,45.80,48,2026-08-30T19:38:20.247341,"{""event_id"": ""IOT-0000836"", ""temp"": 3.3012271704925307, ""lat"": 33.91312390524352, ""lon"": -118.144579758976}"
IOT-0000837,SHP-000028,DEV-407,-24.857113,-44.825448,6.32,52.02,78,2026-08-30T21:19:20.247341,"{""event_id"": ""IOT-0000837"", ""temp"": 6.3150785116760435, ""lat"": -24.857112854259913, ""lon"": -44.82544751087705}"
IOT-0000838,SHP-000090,DEV-803,42.241248,-89.499123,3.88,43.84,51,2026-09-01T06:14:20.247341,"{""event_id"": ""IOT-0000838"", ""temp"": 3.877826774075019, ""lat"": 42.241247523177705, ""lon"": -89.49912283558395}"
IOT-0000839,SHP-000239,DEV-138,-32.254409,149.650610,5.38,59.67,41,2026-08-28T17:35:20.247341,"{""event_id"": ""IOT-0000839"", ""temp"": 5.384843714367008, ""lat"": -32.2544086585711, ""lon"": 149.6506096501354}"
IOT-0000840,SHP-000063,DEV-671,27.133530,56.359829,3.03,44.95,52,2026-08-31T04:56:20.247341,"{""event_id"": ""IOT-0000840"", ""temp"": 3.029857811393077, ""lat"": 27.13352974848905, ""lon"": 56.359828884304534}"
IOT-0000841,SHP-000136,DEV-165,-35.590699,151.001054,2.12,63.35,19,2026-08-31T00:02:20.247341,"{""event_id"": ""IOT-0000841"", ""temp"": 2.1207898535637892, ""lat"": -35.590699314120876, ""lon"": 151.00105445678622}"
IOT-0000842,SHP-000202,DEV-342,-21.688108,-48.281479,2.23,68.74,51,2026-08-31T20:02:20.247341,"{""event_id"": ""IOT-0000842"", ""temp"": 2.2271478937960008, ""lat"": -21.68810810992927, ""lon"": -48.28147916994974}"
IOT-0000843,SHP-000344,DEV-191,34.182525,140.018150,4.30,62.41,33,2026-08-28T23:10:20.247341,"{""event_id"": ""IOT-0000843"", ""temp"": 4.29725837377328, ""lat"": 34.18252511473155, ""lon"": 140.01815036708618}"
IOT-0000844,SHP-000476,DEV-640,-21.918179,-48.516541,5.25,54.37,93,2026-09-01T02:02:20.247341,"{""event_id"": ""IOT-0000844"", ""temp"": 5.254673307469321, ""lat"": -21.91817852944037, ""lon"": -48.51654141109889}"
IOT-0000845,SHP-000007,DEV-407,34.874484,-120.231075,3.30,51.75,24,2026-08-31T06:42:20.247341,"{""event_id"": ""IOT-0000845"", ""temp"": 3.3006255393942863, ""lat"": 34.87448425622062, ""lon"": -120.23107468506132}"
IOT-0000846,SHP-000192,DEV-630,54.304617,7.971362,2.20,42.20,55,2026-08-31T04:07:20.247341,"{""event_id"": ""IOT-0000846"", ""temp"": 2.2018760270660547, ""lat"": 54.304616999615945, ""lon"": 7.971362287717029}"
IOT-0000847,SHP-000194,DEV-713,43.502701,-89.268186,2.73,46.52,53,2026-09-02T02:26:20.247341,"{""event_id"": ""IOT-0000847"", ""temp"": 2.731674677255138, ""lat"": 43.502701117680324, ""lon"": -89.26818585001718}"
IOT-0000848,SHP-000293,DEV-945,41.411964,-86.677753,6.03,53.80,66,2026-08-29T02:13:20.247341,"{""event_id"": ""IOT-0000848"", ""temp"": 6.026208888622773, ""lat"": 41.41196413829564, ""lon"": -86.67775279331723}"
IOT-0000849,SHP-000125,DEV-254,40.371089,-88.661016,2.58,43.01,58,2026-08-29T09:31:20.247341,"{""event_id"": ""IOT-0000849"", ""temp"": 2.580151988617029, ""lat"": 40.371088815905715, ""lon"": -88.66101569842971}"
IOT-0000850,SHP-000324,DEV-341,22.922609,57.608935,4.07,70.98,45,2026-09-01T23:33:20.247341,"{""event_id"": ""IOT-0000850"", ""temp"": 4.065440504810773, ""lat"": 22.9226088068066, ""lon"": 57.60893504930095}"
IOT-0000851,SHP-000308,DEV-837,3.761895,104.480592,5.07,67.64,26,2026-08-30T09:36:20.247341,"{""event_id"": ""IOT-0000851"", ""temp"": 5.067130353812871, ""lat"": 3.7618947248559325, ""lon"": 104.48059196084169}"
IOT-0000852,SHP-000481,DEV-376,24.872163,53.473798,2.49,51.89,26,2026-08-30T19:00:20.247341,"{""event_id"": ""IOT-0000852"", ""temp"": 2.4886211126813094, ""lat"": 24.872163174592075, ""lon"": 53.473798360103}"
IOT-0000853,SHP-000350,DEV-662,52.595305,9.369400,6.32,60.06,95,2026-08-30T03:37:20.247341,"{""event_id"": ""IOT-0000853"", ""temp"": 6.324693092954185, ""lat"": 52.59530492092446, ""lon"": 9.369400148464033}"
IOT-0000854,SHP-000120,DEV-983,43.502016,-88.387036,4.85,56.49,58,2026-08-28T07:31:20.247341,"{""event_id"": ""IOT-0000854"", ""temp"": 4.851820658144677, ""lat"": 43.50201612881273, ""lon"": -88.3870358948233}"
IOT-0000855,SHP-000039,DEV-156,56.026101,12.311787,5.63,66.85,84,2026-09-01T20:19:20.247341,"{""event_id"": ""IOT-0000855"", ""temp"": 5.633526112940247, ""lat"": 56.02610081112703, ""lon"": 12.31178714117559}"
IOT-0000856,SHP-000030,DEV-959,42.639944,-89.970415,4.30,51.53,87,2026-08-29T14:30:20.247341,"{""event_id"": ""IOT-0000856"", ""temp"": 4.301638419152461, ""lat"": 42.639943799910185, ""lon"": -89.9704146111348}"
IOT-0000857,SHP-000263,DEV-195,36.439533,-119.908990,5.95,40.52,54,2026-08-30T10:18:20.247341,"{""event_id"": ""IOT-0000857"", ""temp"": 5.9534630031226605, ""lat"": 36.4395332474019, ""lon"": -119.90898952322395}"
IOT-0000858,SHP-000209,DEV-256,51.784705,8.476178,5.92,40.43,43,2026-08-30T06:48:20.247341,"{""event_id"": ""IOT-0000858"", ""temp"": 5.920679809892564, ""lat"": 51.78470505963429, ""lon"": 8.476178048380644}"
IOT-0000859,SHP-000359,DEV-486,51.192148,6.348199,5.90,40.76,45,2026-09-01T11:56:20.247341,"{""event_id"": ""IOT-0000859"", ""temp"": 5.901131400249049, ""lat"": 51.192148066383155, ""lon"": 6.348199249336824}"
IOT-0000860,SHP-000159,DEV-969,29.405536,122.601722,6.27,65.92,100,2026-09-01T06:40:20.247341,"{""event_id"": ""IOT-0000860"", ""temp"": 6.269624587280522, ""lat"": 29.405535722349587, ""lon"": 122.60172197423657}"
IOT-0000861,SHP-000075,DEV-878,0.523505,104.748087,5.04,67.12,84,2026-08-28T18:58:20.247341,"{""event_id"": ""IOT-0000861"", ""temp"": 5.039018564825542, ""lat"": 0.523505060583715, ""lon"": 104.74808656185043}"
IOT-0000862,SHP-000292,DEV-796,49.764860,5.351498,4.65,60.34,63,2026-08-29T05:40:20.247341,"{""event_id"": ""IOT-0000862"", ""temp"": 4.649131191091723, ""lat"": 49.76486025384873, ""lon"": 5.3514980679725355}"
IOT-0000863,SHP-000031,DEV-135,41.196950,-88.838138,17.72,50.83,45,2026-08-29T17:33:20.247341,"{""event_id"": ""IOT-0000863"", ""temp"": 17.72469743885809, ""lat"": 41.19694980660602, ""lon"": -88.83813783749044}"
IOT-0000864,SHP-000209,DEV-278,32.698580,-116.097134,3.16,50.52,32,2026-09-01T01:12:20.247341,"{""event_id"": ""IOT-0000864"", ""temp"": 3.1561459303084574, ""lat"": 32.69858007012178, ""lon"": -116.09713410040972}"
