shipment_id,order_id,origin_warehouse_id,destination_city,destination_country,carrier,mode,status,shipped_at,estimated_delivery_at,actual_delivery_at,raw_payload
SHP-000182,ORD-000182,WH-US-002,Japan,Japan,UPS Supply Chain,Road Truckload,DELIVERED,2026-08-26T14:27:20.247341,2026-08-31T14:27:20.247341,2026-08-31T14:27:20.247341,"{""shipment_id"": ""SHP-000182"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000183,ORD-000183,WH-ME-001,USA,USA,Cosco Shipping,Air Freight,CUSTOMS_HOLD,2026-08-03T08:27:20.247341,2026-08-08T08:27:20.247341,,"{""shipment_id"": ""SHP-000183"", ""carrier"": ""Cosco Shipping"", ""status"": ""CUSTOMS_HOLD""}"
SHP-000184,ORD-000184,WH-EU-002,Taiwan,Taiwan,DHL Supply Chain,Air Freight,IN_TRANSIT,2026-08-26T03:27:20.247341,2026-08-30T03:27:20.247341,,"{""shipment_id"": ""SHP-000184"", ""carrier"": ""DHL Supply Chain"", ""status"": ""IN_TRANSIT""}"
SHP-000185,ORD-000185,WH-ME-001,USA,USA,UPS Supply Chain,Rail Express,DELIVERED,2026-08-16T01:27:20.247341,2026-08-23T01:27:20.247341,2026-08-23T01:27:20.247341,"{""shipment_id"": ""SHP-000185"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000186,ORD-000186,WH-AP-001,USA,USA,Maersk Ocean,Air Freight,DELIVERED,2026-08-05T19:27:20.247341,2026-08-12T19:27:20.247341,2026-08-12T19:27:20.247341,"{""shipment_id"": ""SHP-000186"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000187,ORD-000187,WH-EU-001,UK,UK,Cosco Shipping,Sea Freight,CUSTOMS_HOLD,2026-08-23T03:27:20.247341,2026-09-02T03:27:20.247341,,"{""shipment_id"": ""SHP-000187"", ""carrier"": ""Cosco Shipping"", ""status"": ""CUSTOMS_HOLD""}"
SHP-000188,ORD-000188,WH-ME-001,USA,USA,Maersk Ocean,Rail Express,DELIVERED,2026-08-03T21:27:20.247341,2026-08-11T21:27:20.247341,2026-08-11T21:27:20.247341,"{""shipment_id"": ""SHP-000188"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000189,ORD-000189,WH-SA-001,USA,USA,FedEx Express Air,Road Truckload,DELIVERED,2026-08-24T07:27:20.247341,2026-09-02T07:27:20.247341,2026-09-02T07:27:20.247341,"{""shipment_id"": ""SHP-000189"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELIVERED""}"
SHP-000190,ORD-000190,WH-US-001,UK,UK,UPS Supply Chain,Rail Express,IN_TRANSIT,2026-08-08T18:27:20.247341,2026-08-13T18:27:20.247341,,"{""shipment_id"": ""SHP-000190"", ""carrier"": ""UPS Supply Chain"", ""status"": ""IN_TRANSIT""}"
SHP-000191,ORD-000191,WH-AP-003,Taiwan,Taiwan,DB Schenker,Air Freight,DELAYED,2026-07-28T15:27:20.247341,2026-08-06T15:27:20.247341,,"{""shipment_id"": ""SHP-000191"", ""carrier"": ""DB Schenker"", ""status"": ""DELAYED""}"
SHP-000192,ORD-000192,WH-AP-002,Germany,Germany,DHL Supply Chain,Road Truckload,DELIVERED,2026-08-29T10:27:20.247341,2026-09-03T10:27:20.247341,2026-09-03T10:27:20.247341,"{""shipment_id"": ""SHP-000192"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000193,ORD-000193,WH-AP-001,Australia,Australia,UPS Supply Chain,Rail Express,DELAYED,2026-08-21T10:27:20.247341,2026-08-25T10:27:20.247341,,"{""shipment_id"": ""SHP-000193"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELAYED""}"
SHP-000194,ORD-000194,WH-SA-001,UK,UK,UPS Supply Chain,Air Freight,DELIVERED,2026-08-06T17:27:20.247341,2026-08-13T17:27:20.247341,2026-08-14T17:27:20.247341,"{""shipment_id"": ""SHP-000194"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000195,ORD-000195,WH-EU-001,USA,USA,UPS Supply Chain,Road Truckload,IN_TRANSIT,2026-08-13T20:27:20.247341,2026-08-16T20:27:20.247341,,"{""shipment_id"": ""SHP-000195"", ""carrier"": ""UPS Supply Chain"", ""status"": ""IN_TRANSIT""}"
SHP-000196,ORD-000196,WH-AP-003,USA,USA,DB Schenker,Rail Express,DELIVERED,2026-08-25T08:27:20.247341,2026-08-28T08:27:20.247341,2026-08-30T08:27:20.247341,"{""shipment_id"": ""SHP-000196"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000197,ORD-000197,WH-EU-001,Taiwan,Taiwan,UPS Supply Chain,Sea Freight,DELIVERED,2026-08-20T09:27:20.247341,2026-08-24T09:27:20.247341,2026-08-24T09:27:20.247341,"{""shipment_id"": ""SHP-000197"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000198,ORD-000198,WH-ME-001,USA,USA,Cosco Shipping,Sea Freight,DELIVERED,2026-08-25T23:27:20.247341,2026-08-30T23:27:20.247341,2026-08-30T23:27:20.247341,"{""shipment_id"": ""SHP-000198"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000199,ORD-000199,WH-AP-002,Japan,Japan,DHL Supply Chain,Air Freight,DELIVERED,2026-08-08T03:27:20.247341,2026-08-11T03:27:20.247341,2026-08-11T03:27:20.247341,"{""shipment_id"": ""SHP-000199"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000200,ORD-000200,WH-AP-001,UK,UK,DB Schenker,Air Freight,DELIVERED,2026-08-16T01:27:20.247341,2026-08-23T01:27:20.247341,2026-08-23T01:27:20.247341,"{""shipment_id"": ""SHP-000200"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000201,ORD-000201,WH-EU-001,Taiwan,Taiwan,Cosco Shipping,Road Truckload,DELIVERED,2026-08-31T09:27:20.247341,2026-09-06T09:27:20.247341,2026-09-06T09:27:20.247341,"{""shipment_id"": ""SHP-000201"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000202,ORD-000202,WH-AP-002,Australia,Australia,DB Schenker,Sea Freight,DELIVERED,2026-08-30T16:27:20.247341,2026-09-07T16:27:20.247341,2026-09-08T04:27:20.247341,"{""shipment_id"": ""SHP-000202"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000203,ORD-000203,WH-AP-003,USA,USA,Cosco Shipping,Rail Express,DELIVERED,2026-08-03T02:27:20.247341,2026-08-06T02:27:20.247341,2026-08-06T02:27:20.247341,"{""shipment_id"": ""SHP-000203"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000204,ORD-000204,WH-US-001,USA,USA,FedEx Express Air,Air Freight,IN_TRANSIT,2026-08-19T01:27:20.247341,2026-08-28T01:27:20.247341,,"{""shipment_id"": ""SHP-000204"", ""carrier"": ""FedEx Express Air"", ""status"": ""IN_TRANSIT""}"
SHP-000205,ORD-000205,WH-AP-002,Taiwan,Taiwan,Cosco Shipping,Road Truckload,DELIVERED,2026-07-27T10:27:20.247341,2026-08-03T10:27:20.247341,2026-08-05T10:27:20.247341,"{""shipment_id"": ""SHP-000205"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000206,ORD-000206,WH-ME-001,Germany,Germany,UPS Supply Chain,Rail Express,DELIVERED,2026-08-24T20:27:20.247341,2026-08-30T20:27:20.247341,2026-08-30T20:27:20.247341,"{""shipment_id"": ""SHP-000206"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000207,ORD-000207,WH-AP-001,UK,UK,FedEx Express Air,Road Truckload,IN_TRANSIT,2026-08-27T16:27:20.247341,2026-09-03T16:27:20.247341,,"{""shipment_id"": ""SHP-000207"", ""carrier"": ""FedEx Express Air"", ""status"": ""IN_TRANSIT""}"
SHP-000208,ORD-000208,WH-ME-001,USA,USA,DB Schenker,Rail Express,DELIVERED,2026-09-01T17:27:20.247341,2026-09-06T17:27:20.247341,2026-09-06T17:27:20.247341,"{""shipment_id"": ""SHP-000208"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000209,ORD-000209,WH-AP-003,USA,USA,FedEx Express Air,Air Freight,DELIVERED,2026-08-07T01:27:20.247341,2026-08-13T01:27:20.247341,2026-08-13T01:27:20.247341,"{""shipment_id"": ""SHP-000209"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELIVERED""}"
SHP-000210,ORD-000210,WH-US-002,Switzerland,Switzerland,DB Schenker,Sea Freight,IN_TRANSIT,2026-07-21T15:27:20.247341,2026-07-27T15:27:20.247341,,"{""shipment_id"": ""SHP-000210"", ""carrier"": ""DB Schenker"", ""status"": ""IN_TRANSIT""}"
SHP-000211,ORD-000211,WH-AP-001,Taiwan,Taiwan,Cosco Shipping,Rail Express,DELAYED,2026-08-20T17:27:20.247341,2026-08-23T17:27:20.247341,,"{""shipment_id"": ""SHP-000211"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELAYED""}"
SHP-000212,ORD-000212,WH-ME-001,Japan,Japan,Maersk Ocean,Air Freight,DELIVERED,2026-08-29T02:27:20.247341,2026-09-08T02:27:20.247341,2026-09-10T02:27:20.247341,"{""shipment_id"": ""SHP-000212"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000213,ORD-000213,WH-AP-002,Taiwan,Taiwan,DB Schenker,Air Freight,IN_TRANSIT,2026-08-19T17:27:20.247341,2026-08-24T17:27:20.247341,,"{""shipment_id"": ""SHP-000213"", ""carrier"": ""DB Schenker"", ""status"": ""IN_TRANSIT""}"
SHP-000214,ORD-000214,WH-ME-001,Australia,Australia,DHL Supply Chain,Air Freight,CUSTOMS_HOLD,2026-08-31T11:27:20.247341,2026-09-06T11:27:20.247341,,"{""shipment_id"": ""SHP-000214"", ""carrier"": ""DHL Supply Chain"", ""status"": ""CUSTOMS_HOLD""}"
SHP-000215,ORD-000215,WH-US-002,Japan,Japan,Maersk Ocean,Road Truckload,DELIVERED,2026-08-02T13:27:20.247341,2026-08-10T13:27:20.247341,2026-08-10T13:27:20.247341,"{""shipment_id"": ""SHP-000215"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000216,ORD-000216,WH-AP-002,Switzerland,Switzerland,DB Schenker,Road Truckload,IN_TRANSIT,2026-08-06T14:27:20.247341,2026-08-13T14:27:20.247341,,"{""shipment_id"": ""SHP-000216"", ""carrier"": ""DB Schenker"", ""status"": ""IN_TRANSIT""}"
SHP-000217,ORD-000217,WH-AP-002,Japan,Japan,DHL Supply Chain,Sea Freight,DELIVERED,2026-08-25T14:27:20.247341,2026-09-03T14:27:20.247341,2026-09-03T14:27:20.247341,"{""shipment_id"": ""SHP-000217"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000218,ORD-000218,WH-ME-001,Australia,Australia,Maersk Ocean,Sea Freight,IN_TRANSIT,2026-07-27T02:27:20.247341,2026-07-30T02:27:20.247341,,"{""shipment_id"": ""SHP-000218"", ""carrier"": ""Maersk Ocean"", ""status"": ""IN_TRANSIT""}"
SHP-000219,ORD-000219,WH-AP-002,Japan,Japan,DB Schenker,Road Truckload,DELIVERED,2026-08-23T23:27:20.247341,2026-08-26T23:27:20.247341,2026-08-28T23:27:20.247341,"{""shipment_id"": ""SHP-000219"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000220,ORD-000220,WH-AP-002,Switzerland,Switzerland,DB Schenker,Sea Freight,IN_TRANSIT,2026-08-12T01:27:20.247341,2026-08-17T01:27:20.247341,,"{""shipment_id"": ""SHP-000220"", ""carrier"": ""DB Schenker"", ""status"": ""IN_TRANSIT""}"
SHP-000221,ORD-000221,WH-EU-001,Australia,Australia,DHL Supply Chain,Air Freight,DELIVERED,2026-08-06T22:27:20.247341,2026-08-15T22:27:20.247341,2026-08-15T22:27:20.247341,"{""shipment_id"": ""SHP-000221"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000222,ORD-000222,WH-AU-001,USA,USA,DHL Supply Chain,Sea Freight,DELIVERED,2026-08-12T18:27:20.247341,2026-08-20T18:27:20.247341,2026-08-22T18:27:20.247341,"{""shipment_id"": ""SHP-000222"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000223,ORD-000223,WH-AP-002,Germany,Germany,Cosco Shipping,Air Freight,DELIVERED,2026-08-31T15:27:20.247341,2026-09-07T15:27:20.247341,2026-09-07T15:27:20.247341,"{""shipment_id"": ""SHP-000223"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000224,ORD-000224,WH-EU-001,Japan,Japan,Cosco Shipping,Sea Freight,DELIVERED,2026-09-02T10:27:20.247341,2026-09-12T10:27:20.247341,2026-09-12T10:27:20.247341,"{""shipment_id"": ""SHP-000224"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000225,ORD-000225,WH-AP-001,UK,UK,Kuehne + Nagel,Rail Express,DELIVERED,2026-08-02T09:27:20.247341,2026-08-12T09:27:20.247341,2026-08-12T09:27:20.247341,"{""shipment_id"": ""SHP-000225"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELIVERED""}"
SHP-000226,ORD-000226,WH-EU-002,UK,UK,DB Schenker,Sea Freight,DELAYED,2026-08-23T14:27:20.247341,2026-08-28T14:27:20.247341,,"{""shipment_id"": ""SHP-000226"", ""carrier"": ""DB Schenker"", ""status"": ""DELAYED""}"
SHP-000227,ORD-000227,WH-AP-003,Germany,Germany,FedEx Express Air,Air Freight,IN_TRANSIT,2026-08-03T13:27:20.247341,2026-08-12T13:27:20.247341,,"{""shipment_id"": ""SHP-000227"", ""carrier"": ""FedEx Express Air"", ""status"": ""IN_TRANSIT""}"
SHP-000228,ORD-000228,WH-EU-002,UK,UK,Maersk Ocean,Air Freight,DELIVERED,2026-08-09T19:27:20.247341,2026-08-15T19:27:20.247341,2026-08-15T19:27:20.247341,"{""shipment_id"": ""SHP-000228"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000229,ORD-000229,WH-US-002,UK,UK,FedEx Express Air,Rail Express,DELIVERED,2026-08-07T10:27:20.247341,2026-08-13T10:27:20.247341,2026-08-15T10:27:20.247341,"{""shipment_id"": ""SHP-000229"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELIVERED""}"
SHP-000230,ORD-000230,WH-AU-001,USA,USA,UPS Supply Chain,Air Freight,IN_TRANSIT,2026-08-05T18:27:20.247341,2026-08-08T18:27:20.247341,,"{""shipment_id"": ""SHP-000230"", ""carrier"": ""UPS Supply Chain"", ""status"": ""IN_TRANSIT""}"
SHP-000231,ORD-000231,WH-AP-002,USA,USA,DB Schenker,Sea Freight,DELAYED,2026-08-25T06:27:20.247341,2026-09-03T06:27:20.247341,,"{""shipment_id"": ""SHP-000231"", ""carrier"": ""DB Schenker"", ""status"": ""DELAYED""}"
SHP-000232,ORD-000232,WH-EU-002,Japan,Japan,Kuehne + Nagel,Sea Freight,DELAYED,2026-07-22T23:27:20.247341,2026-07-28T23:27:20.247341,,"{""shipment_id"": ""SHP-000232"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELAYED""}"
SHP-000233,ORD-000233,WH-AP-002,Australia,Australia,Cosco Shipping,Rail Express,DELIVERED,2026-08-29T20:27:20.247341,2026-09-07T20:27:20.247341,2026-09-07T20:27:20.247341,"{""shipment_id"": ""SHP-000233"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000234,ORD-000234,WH-AU-001,USA,USA,FedEx Express Air,Road Truckload,IN_TRANSIT,2026-08-30T15:27:20.247341,2026-09-07T15:27:20.247341,,"{""shipment_id"": ""SHP-000234"", ""carrier"": ""FedEx Express Air"", ""status"": ""IN_TRANSIT""}"
SHP-000235,ORD-000235,WH-AU-001,USA,USA,FedEx Express Air,Sea Freight,DELIVERED,2026-08-05T20:27:20.247341,2026-08-15T20:27:20.247341,2026-08-16T20:27:20.247341,"{""shipment_id"": ""SHP-000235"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELIVERED""}"
SHP-000236,ORD-000236,WH-US-001,USA,USA,FedEx Express Air,Rail Express,IN_TRANSIT,2026-08-19T19:27:20.247341,2026-08-27T19:27:20.247341,,"{""shipment_id"": ""SHP-000236"", ""carrier"": ""FedEx Express Air"", ""status"": ""IN_TRANSIT""}"
SHP-000237,ORD-000237,WH-US-002,USA,USA,Kuehne + Nagel,Rail Express,DELAYED,2026-08-16T01:27:20.247341,2026-08-21T01:27:20.247341,,"{""shipment_id"": ""SHP-000237"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELAYED""}"
SHP-000238,ORD-000238,WH-EU-002,USA,USA,Maersk Ocean,Rail Express,DELIVERED,2026-08-05T06:27:20.247341,2026-08-14T06:27:20.247341,2026-08-14T06:27:20.247341,"{""shipment_id"": ""SHP-000238"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000239,ORD-000239,WH-EU-001,USA,USA,Kuehne + Nagel,Rail Express,IN_TRANSIT,2026-08-23T14:27:20.247341,2026-09-02T14:27:20.247341,,"{""shipment_id"": ""SHP-000239"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""IN_TRANSIT""}"
SHP-000240,ORD-000240,WH-AP-001,Japan,Japan,Kuehne + Nagel,Air Freight,DELIVERED,2026-07-19T06:27:20.247341,2026-07-22T06:27:20.247341,2026-07-22T06:27:20.247341,"{""shipment_id"": ""SHP-000240"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELIVERED""}"
SHP-000241,ORD-000241,WH-AU-001,USA,USA,Cosco Shipping,Road Truckload,DELIVERED,2026-07-24T12:27:20.247341,2026-08-02T12:27:20.247341,2026-08-02T12:27:20.247341,"{""shipment_id"": ""SHP-000241"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000242,ORD-000242,WH-US-001,USA,USA,FedEx Express Air,Sea Freight,DELIVERED,2026-08-06T09:27:20.247341,2026-08-14T09:27:20.247341,2026-08-14T21:27:20.247341,"{""shipment_id"": ""SHP-000242"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELIVERED""}"
SHP-000243,ORD-000243,WH-SA-001,Japan,Japan,Kuehne + Nagel,Rail Express,IN_TRANSIT,2026-09-01T01:27:20.247341,2026-09-09T01:27:20.247341,,"{""shipment_id"": ""SHP-000243"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""IN_TRANSIT""}"
SHP-000244,ORD-000244,WH-AP-001,USA,USA,Kuehne + Nagel,Rail Express,DELIVERED,2026-07-27T02:27:20.247341,2026-08-01T02:27:20.247341,2026-08-02T02:27:20.247341,"{""shipment_id"": ""SHP-000244"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELIVERED""}"
SHP-000245,ORD-000245,WH-AP-001,Switzerland,Switzerland,Cosco Shipping,Rail Express,DELIVERED,2026-08-15T20:27:20.247341,2026-08-20T20:27:20.247341,2026-08-20T20:27:20.247341,"{""shipment_id"": ""SHP-000245"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000246,ORD-000246,WH-AU-001,Japan,Japan,Maersk Ocean,Rail Express,DELIVERED,2026-08-01T02:27:20.247341,2026-08-04T02:27:20.247341,2026-08-06T02:27:20.247341,"{""shipment_id"": ""SHP-000246"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000247,ORD-000247,WH-AP-002,USA,USA,Kuehne + Nagel,Road Truckload,CUSTOMS_HOLD,2026-08-23T11:27:20.247341,2026-08-28T11:27:20.247341,,"{""shipment_id"": ""SHP-000247"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""CUSTOMS_HOLD""}"
SHP-000248,ORD-000248,WH-AP-003,USA,USA,FedEx Express Air,Rail Express,IN_TRANSIT,2026-08-10T14:27:20.247341,2026-08-19T14:27:20.247341,,"{""shipment_id"": ""SHP-000248"", ""carrier"": ""FedEx Express Air"", ""status"": ""IN_TRANSIT""}"
SHP-000249,ORD-000249,WH-EU-002,Switzerland,Switzerland,UPS Supply Chain,Sea Freight,DELAYED,2026-08-27T01:27:20.247341,2026-08-30T01:27:20.247341,,"{""shipment_id"": ""SHP-000249"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELAYED""}"
SHP-000250,ORD-000250,WH-SA-001,USA,USA,Cosco Shipping,Sea Freight,DELIVERED,2026-08-04T00:27:20.247341,2026-08-12T00:27:20.247341,2026-08-12T00:27:20.247341,"{""shipment_id"": ""SHP-000250"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000251,ORD-000251,WH-ME-001,Japan,Japan,DHL Supply Chain,Sea Freight,IN_TRANSIT,2026-08-25T13:27:20.247341,2026-09-01T13:27:20.247341,,"{""shipment_id"": ""SHP-000251"", ""carrier"": ""DHL Supply Chain"", ""status"": ""IN_TRANSIT""}"
SHP-000252,ORD-000252,WH-EU-002,USA,USA,FedEx Express Air,Sea Freight,DELIVERED,2026-07-26T19:27:20.247341,2026-08-02T19:27:20.247341,2026-08-02T19:27:20.247341,"{""shipment_id"": ""SHP-000252"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELIVERED""}"
SHP-000253,ORD-000253,WH-EU-002,USA,USA,UPS Supply Chain,Rail Express,IN_TRANSIT,2026-09-02T12:27:20.247341,2026-09-07T12:27:20.247341,,"{""shipment_id"": ""SHP-000253"", ""carrier"": ""UPS Supply Chain"", ""status"": ""IN_TRANSIT""}"
SHP-000254,ORD-000254,WH-US-002,Japan,Japan,FedEx Express Air,Air Freight,DELAYED,2026-08-05T01:27:20.247341,2026-08-11T01:27:20.247341,,"{""shipment_id"": ""SHP-000254"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELAYED""}"
SHP-000255,ORD-000255,WH-AU-001,UK,UK,Maersk Ocean,Road Truckload,DELIVERED,2026-08-15T09:27:20.247341,2026-08-20T09:27:20.247341,2026-08-20T09:27:20.247341,"{""shipment_id"": ""SHP-000255"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000256,ORD-000256,WH-AP-003,USA,USA,Maersk Ocean,Road Truckload,DELIVERED,2026-07-25T11:27:20.247341,2026-08-03T11:27:20.247341,2026-08-03T11:27:20.247341,"{""shipment_id"": ""SHP-000256"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000257,ORD-000257,WH-AU-001,Australia,Australia,Cosco Shipping,Rail Express,DELAYED,2026-08-14T14:27:20.247341,2026-08-22T14:27:20.247341,,"{""shipment_id"": ""SHP-000257"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELAYED""}"
SHP-000258,ORD-000258,WH-SA-001,Taiwan,Taiwan,Kuehne + Nagel,Sea Freight,DELIVERED,2026-08-16T18:27:20.247341,2026-08-21T18:27:20.247341,2026-08-23T18:27:20.247341,"{""shipment_id"": ""SHP-000258"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELIVERED""}"
SHP-000259,ORD-000259,WH-US-001,Switzerland,Switzerland,Kuehne + Nagel,Road Truckload,DELIVERED,2026-08-05T19:27:20.247341,2026-08-12T19:27:20.247341,2026-08-13T19:27:20.247341,"{""shipment_id"": ""SHP-000259"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELIVERED""}"
SHP-000260,ORD-000260,WH-EU-001,Switzerland,Switzerland,Cosco Shipping,Air Freight,DELIVERED,2026-08-23T09:27:20.247341,2026-08-26T09:27:20.247341,2026-08-27T09:27:20.247341,"{""shipment_id"": ""SHP-000260"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000261,ORD-000261,WH-AP-003,UK,UK,Maersk Ocean,Rail Express,IN_TRANSIT,2026-08-22T06:27:20.247341,2026-08-28T06:27:20.247341,,"{""shipment_id"": ""SHP-000261"", ""carrier"": ""Maersk Ocean"", ""status"": ""IN_TRANSIT""}"
SHP-000262,ORD-000262,WH-US-002,Germany,Germany,DHL Supply Chain,Air Freight,DELIVERED,2026-07-24T14:27:20.247341,2026-07-29T14:27:20.247341,2026-07-30T14:27:20.247341,"{""shipment_id"": ""SHP-000262"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000263,ORD-000263,WH-EU-001,Taiwan,Taiwan,Cosco Shipping,Road Truckload,IN_TRANSIT,2026-08-08T13:27:20.247341,2026-08-18T13:27:20.247341,,"{""shipment_id"": ""SHP-000263"", ""carrier"": ""Cosco Shipping"", ""status"": ""IN_TRANSIT""}"
SHP-000264,ORD-000264,WH-AP-002,UK,UK,UPS Supply Chain,Road Truckload,IN_TRANSIT,2026-08-02T11:27:20.247341,2026-08-09T11:27:20.247341,,"{""shipment_id"": ""SHP-000264"", ""carrier"": ""UPS Supply Chain"", ""status"": ""IN_TRANSIT""}"
SHP-000265,ORD-000265,WH-US-002,Switzerland,Switzerland,DHL Supply Chain,Air Freight,DELAYED,2026-08-29T08:27:20.247341,2026-09-05T08:27:20.247341,,"{""shipment_id"": ""SHP-000265"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELAYED""}"
SHP-000266,ORD-000266,WH-SA-001,Taiwan,Taiwan,FedEx Express Air,Road Truckload,DELIVERED,2026-08-10T10:27:20.247341,2026-08-19T10:27:20.247341,2026-08-20T10:27:20.247341,"{""shipment_id"": ""SHP-000266"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELIVERED""}"
SHP-000267,ORD-000267,WH-AP-002,USA,USA,Kuehne + Nagel,Road Truckload,DELIVERED,2026-08-20T23:27:20.247341,2026-08-26T23:27:20.247341,2026-08-28T23:27:20.247341,"{""shipment_id"": ""SHP-000267"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELIVERED""}"
SHP-000268,ORD-000268,WH-AP-003,Switzerland,Switzerland,DB Schenker,Road Truckload,DELIVERED,2026-08-06T21:27:20.247341,2026-08-09T21:27:20.247341,2026-08-09T21:27:20.247341,"{""shipment_id"": ""SHP-000268"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000269,ORD-000269,WH-AP-002,USA,USA,Cosco Shipping,Sea Freight,DELIVERED,2026-08-02T01:27:20.247341,2026-08-05T01:27:20.247341,2026-08-05T01:27:20.247341,"{""shipment_id"": ""SHP-000269"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000270,ORD-000270,WH-AP-002,USA,USA,Kuehne + Nagel,Road Truckload,DELAYED,2026-09-01T19:27:20.247341,2026-09-06T19:27:20.247341,,"{""shipment_id"": ""SHP-000270"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELAYED""}"
SHP-000271,ORD-000271,WH-EU-002,Japan,Japan,Cosco Shipping,Air Freight,CUSTOMS_HOLD,2026-07-25T07:27:20.247341,2026-07-29T07:27:20.247341,,"{""shipment_id"": ""SHP-000271"", ""carrier"": ""Cosco Shipping"", ""status"": ""CUSTOMS_HOLD""}"
SHP-000272,ORD-000272,WH-AU-001,Switzerland,Switzerland,Cosco Shipping,Air Freight,IN_TRANSIT,2026-08-19T19:27:20.247341,2026-08-23T19:27:20.247341,,"{""shipment_id"": ""SHP-000272"", ""carrier"": ""Cosco Shipping"", ""status"": ""IN_TRANSIT""}"
